H,H,H,H,H,H,H,H,H,H
H,H,H,H,H,H,H,H,H,H
H,H,H,H,H,H,H,H,H,H
H,H,H,H,H,H,H,H,H,H
H,H,H,H,H,H,H,H,H,H
H,H,H,H,H,H,H,H,H,H
H,H,H,H,H,H,H,H,H,H
H,Dh,Dh,H,H,H,H,H,H,H
Dh,Dh,Dh,Dh,Dh,Dh,Dh,Dh,H,H
Dh,Dh,Dh,Dh,Dh,Dh,Dh,Dh,Dh,H
H,H,S,S,S,H,H,H,H,H
S,S,S,S,S,H,H,H,H,H
S,S,S,S,S,H,H,H,H,H
S,S,S,S,S,H,H,H,H,H
S,S,S,S,S,H,H,H,H,H
S,S,S,S,S,S,S,S,S,S
S,S,S,S,S,S,S,S,S,S
S,S,S,S,S,S,S,S,S,S
S,S,S,S,S,S,S,S,S,S
S,S,S,S,S,S,S,S,S,S
S,S,S,S,S,S,S,S,S,S
